id_lead,origem_canal,campanha_tipo,dispositivo,metodo_tracking,paginas_vistas,tempo_sessao_segundos,scroll_depth_max,baixou_material_rico,cargo,tamanho_empresa,tipo_email,converteu
3957,Direct,Retargeting,Mobile,Client-side,10,270,75%,0,Coordenador,1-10,Corporativo,0
3958,,,Desktop,Client-side,9,243,100%,0,Gerente,1-10,Corporativo,1
3959,,,Desktop,Client-side,5,120,75%,0,Estagiário,11-50,Genérico,0
3960,Google Ads,Nenhuma,Mobile,Server-side,13,1170,75%,0,Gerente,51-200,Corporativo,1
3961,Meta Ads,PMax,Desktop,Server-side,7,735,25%,0,Coordenador,11-50,Genérico,0
3962,Meta Ads,Lookalike,Mobile,Server-side,11,1309,75%,0,Coordenador,51-200,Genérico,0
3963,,,Mobile,Client-side,9,189,100%,0,C-Level,200+,Corporativo,1
3964,,,Desktop,Client-side,5,535,75%,0,C-Level,11-50,Corporativo,1
3965,,,Mobile,Client-side,6,420,75%,0,Estagiário,1-10,Genérico,1
3966,Organic Search,PMax,Desktop,Client-side,4,340,50%,1,Gerente,200+,Corporativo,1
3967,,,Mobile,Client-side,14,434,75%,0,Coordenador,1-10,Genérico,0
3968,Google Ads,Retargeting,Mobile,Client-side,8,528,75%,0,Analista,200+,Genérico,0
3969,Meta Ads,Lookalike,Desktop,Client-side,1,74,75%,0,C-Level,200+,Corporativo,1
3970,Meta Ads,Institucional,Mobile,Client-side,1,45,100%,0,Estagiário,11-50,Genérico,0
3971,Referral,Search,Mobile,Server-side,5,320,25%,0,Estagiário,1-10,Genérico,0
3972,Meta Ads,PMax,Desktop,Client-side,10,810,50%,0,Analista,11-50,Genérico,0
3973,Google Ads,Nenhuma,Mobile,Server-side,9,801,50%,0,Analista,200+,Genérico,0
3974,,,Mobile,Client-side,2,212,75%,1,Estagiário,51-200,Corporativo,1
3975,,,Desktop,Client-side,11,231,75%,1,Gerente,51-200,Genérico,1
3976,,,Mobile,Client-side,3,135,25%,0,Coordenador,200+,Corporativo,1
3977,,,Desktop,Client-side,8,264,75%,0,Coordenador,1-10,Genérico,0
3978,Meta Ads,Nenhuma,Desktop,Client-side,5,505,100%,0,Analista,1-10,Corporativo,1
3979,Google Ads,PMax,Mobile,Client-side,3,228,25%,0,Coordenador,1-10,Corporativo,1
3980,Meta Ads,Institucional,Mobile,Server-side,6,306,75%,0,Analista,51-200,Genérico,0
3981,Organic Search,Institucional,Desktop,Client-side,6,486,25%,0,Analista,11-50,Corporativo,1
3982,Organic Search,Retargeting,Mobile,Client-side,14,1358,50%,0,Analista,1-10,Genérico,0
3983,,,Mobile,Client-side,5,245,75%,1,Estagiário,11-50,Genérico,0
3984,Google Ads,PMax,Mobile,Client-side,5,160,25%,0,Analista,1-10,Genérico,0
3985,Organic Search,Search,Mobile,Server-side,6,354,25%,0,Gerente,1-10,Genérico,1
3986,,,Mobile,Client-side,2,100,75%,0,Estagiário,1-10,Corporativo,0
3987,,,Desktop,Client-side,6,336,25%,0,Analista,11-50,Genérico,0
3988,Meta Ads,PMax,Desktop,Client-side,2,128,75%,0,Coordenador,11-50,Genérico,0
3989,Meta Ads,Institucional,Mobile,Server-side,3,315,75%,0,C-Level,11-50,Corporativo,1
3990,,,Mobile,Client-side,2,156,100%,0,Gerente,200+,Corporativo,1
3991,Google Ads,Nenhuma,Mobile,Server-side,1,47,100%,0,C-Level,51-200,Genérico,0
3992,,,Mobile,Client-side,12,960,25%,1,Gerente,200+,Corporativo,1
3993,Organic Search,Nenhuma,Desktop,Server-side,1,38,25%,1,Coordenador,51-200,Genérico,0
3994,Google Ads,Lookalike,Desktop,Server-side,9,558,25%,0,C-Level,200+,Corporativo,1
3995,Meta Ads,Search,Desktop,Server-side,13,1014,50%,0,Coordenador,51-200,Genérico,0
3996,Meta Ads,Search,Mobile,Client-side,4,140,75%,0,Analista,11-50,Corporativo,0
3997,Meta Ads,Lookalike,Mobile,Client-side,5,440,75%,0,Analista,51-200,Genérico,0
3998,Meta Ads,PMax,Mobile,Client-side,10,630,50%,0,Coordenador,1-10,Corporativo,1
3999,,,Mobile,Client-side,14,1190,50%,0,Gerente,11-50,Genérico,0
4000,Google Ads,Institucional,Mobile,Client-side,7,203,25%,0,Analista,200+,Corporativo,0
4001,Meta Ads,Retargeting,Desktop,Server-side,2,132,75%,0,Estagiário,1-10,Genérico,0
4002,Organic Search,Nenhuma,Desktop,Client-side,12,456,100%,0,Gerente,1-10,Corporativo,1
4003,Organic Search,Retargeting,Desktop,Client-side,11,1133,100%,0,Gerente,11-50,Genérico,1
4004,Google Ads,Institucional,Desktop,Server-side,10,1120,50%,0,Gerente,1-10,Genérico,1
4005,Google Ads,Retargeting,Mobile,Client-side,9,972,50%,0,C-Level,11-50,Corporativo,1
4006,Google Ads,Search,Mobile,Server-side,12,1200,75%,0,Analista,51-200,Corporativo,0
4007,Meta Ads,Search,Mobile,Server-side,4,280,75%,0,Analista,11-50,Genérico,0
4008,Meta Ads,Lookalike,Mobile,Server-side,10,320,100%,1,Analista,11-50,Corporativo,0
4009,LinkedIn Ads,Lookalike,Mobile,Server-side,10,820,75%,0,C-Level,200+,Genérico,1
4010,,,Desktop,Client-side,13,455,25%,1,Estagiário,1-10,Genérico,1
4011,Google Ads,Institucional,Mobile,Client-side,13,936,50%,0,Estagiário,200+,Corporativo,1
4012,,,Mobile,Client-side,1,54,100%,0,Analista,200+,Genérico,0
4013,LinkedIn Ads,Search,Mobile,Client-side,8,952,100%,0,Analista,200+,Corporativo,0
4014,Google Ads,Retargeting,Mobile,Client-side,4,312,25%,0,Analista,200+,Genérico,0
4015,LinkedIn Ads,Nenhuma,Mobile,Server-side,7,406,75%,0,Gerente,200+,Genérico,1
4016,Google Ads,Institucional,Mobile,Client-side,3,258,75%,0,Gerente,1-10,Corporativo,1
4017,Direct,Institucional,Mobile,Client-side,11,1012,50%,1,Gerente,1-10,Corporativo,1
4018,Direct,Search,Desktop,Server-side,12,960,25%,1,Analista,1-10,Genérico,1
4019,Google Ads,Nenhuma,Mobile,Client-side,9,621,100%,0,Coordenador,200+,Genérico,0
4020,,,Mobile,Client-side,13,936,25%,0,Coordenador,1-10,Corporativo,0
4021,Meta Ads,Nenhuma,Mobile,Client-side,5,325,100%,0,Coordenador,200+,Corporativo,1
4022,Google Ads,Search,Desktop,Server-side,5,355,25%,0,Analista,1-10,Corporativo,0
4023,LinkedIn Ads,Retargeting,Mobile,Server-side,3,144,75%,0,Gerente,1-10,Genérico,1
4024,Organic Search,Institucional,Desktop,Server-side,11,264,100%,0,Coordenador,1-10,Corporativo,0
4025,LinkedIn Ads,PMax,Desktop,Client-side,9,774,50%,0,Estagiário,1-10,Genérico,0
4026,Organic Search,PMax,Desktop,Server-side,3,279,25%,0,Estagiário,11-50,Corporativo,0
4027,Meta Ads,Institucional,Mobile,Client-side,2,228,75%,0,Estagiário,1-10,Genérico,0
4028,Google Ads,Institucional,Mobile,Client-side,11,1034,100%,1,Estagiário,1-10,Corporativo,1
4029,Organic Search,Institucional,Mobile,Client-side,13,1300,75%,0,Analista,11-50,Corporativo,1
4030,Meta Ads,Institucional,Mobile,Client-side,9,531,25%,0,Analista,51-200,Genérico,0
4031,LinkedIn Ads,Nenhuma,Mobile,Client-side,12,1092,50%,0,Analista,51-200,Corporativo,0
4032,Google Ads,Retargeting,Desktop,Server-side,12,252,50%,0,Coordenador,11-50,Corporativo,0
4033,Google Ads,PMax,Desktop,Client-side,9,783,25%,1,C-Level,51-200,Genérico,1
4034,Referral,Lookalike,Mobile,Client-side,10,810,100%,0,Analista,1-10,Corporativo,0
4035,Google Ads,PMax,Mobile,Client-side,12,1188,75%,1,Analista,200+,Corporativo,1
4036,Referral,PMax,Desktop,Client-side,13,1001,75%,0,Coordenador,200+,Corporativo,0
4037,Referral,Search,Mobile,Client-side,4,416,100%,1,Gerente,1-10,Genérico,1
4038,Organic Search,Institucional,Mobile,Server-side,4,352,25%,0,Gerente,1-10,Corporativo,0
4039,LinkedIn Ads,Institucional,Mobile,Server-side,13,1001,75%,1,Coordenador,51-200,Corporativo,1
4040,Meta Ads,Institucional,Desktop,Server-side,11,594,75%,0,Gerente,11-50,Corporativo,1
4041,Direct,Search,Mobile,Server-side,10,330,25%,0,Gerente,200+,Genérico,1
4042,Google Ads,Retargeting,Desktop,Client-side,13,442,75%,0,C-Level,1-10,Genérico,1
4043,Meta Ads,Retargeting,Mobile,Server-side,13,325,100%,0,Coordenador,11-50,Genérico,0
4044,LinkedIn Ads,Lookalike,Mobile,Client-side,6,210,100%,1,C-Level,11-50,Genérico,1
4045,,,Mobile,Client-side,9,954,25%,0,Gerente,1-10,Genérico,1
4046,,,Mobile,Client-side,8,912,25%,0,Gerente,11-50,Genérico,1
4047,,,Mobile,Client-side,10,650,100%,0,Gerente,200+,Genérico,1
4048,,,Mobile,Client-side,3,246,25%,0,C-Level,200+,Corporativo,1
4049,,,Desktop,Client-side,6,186,100%,1,C-Level,11-50,Corporativo,1
4050,Google Ads,Retargeting,Mobile,Client-side,13,780,100%,0,Analista,1-10,Genérico,0
4051,Direct,Retargeting,Desktop,Server-side,7,266,100%,0,Coordenador,11-50,Corporativo,0
4052,LinkedIn Ads,Search,Desktop,Client-side,6,570,75%,0,C-Level,51-200,Genérico,1
4053,,,Desktop,Client-side,3,288,25%,1,Analista,1-10,Genérico,0
4054,Meta Ads,Nenhuma,Desktop,Server-side,14,294,75%,0,Analista,1-10,Corporativo,1
4055,Organic Search,Search,Mobile,Client-side,14,546,25%,0,Analista,1-10,Genérico,0
4056,Google Ads,Institucional,Mobile,Server-side,14,1596,50%,1,Coordenador,200+,Genérico,1
4057,Organic Search,PMax,Desktop,Server-side,13,364,75%,0,Gerente,1-10,Corporativo,1
4058,Google Ads,Lookalike,Desktop,Client-side,13,520,75%,0,Analista,1-10,Genérico,0
4059,Direct,Search,Desktop,Client-side,9,243,75%,0,Gerente,200+,Genérico,0
4060,Referral,Retargeting,Mobile,Client-side,4,232,50%,0,C-Level,200+,Genérico,1
4061,Google Ads,Retargeting,Mobile,Client-side,2,112,25%,1,Analista,200+,Genérico,0
4062,,,Mobile,Client-side,9,432,50%,0,Analista,1-10,Genérico,0
4063,Organic Search,Retargeting,Desktop,Client-side,3,306,25%,0,Gerente,1-10,Genérico,0
4064,Google Ads,Search,Mobile,Client-side,6,324,25%,0,C-Level,200+,Genérico,1
4065,Direct,Search,Mobile,Client-side,5,285,25%,0,Analista,200+,Corporativo,1
4066,Google Ads,Retargeting,Mobile,Client-side,14,1526,25%,0,Gerente,51-200,Corporativo,1
4067,Google Ads,Retargeting,Mobile,Server-side,13,1222,25%,0,Coordenador,200+,Genérico,1
4068,Referral,Institucional,Mobile,Client-side,2,238,50%,0,Analista,11-50,Genérico,0
4069,LinkedIn Ads,PMax,Desktop,Server-side,1,54,75%,1,Gerente,51-200,Genérico,1
4070,Organic Search,Lookalike,Desktop,Client-side,9,783,50%,0,Coordenador,200+,Genérico,0
4071,Meta Ads,Search,Mobile,Server-side,3,66,75%,0,Gerente,200+,Genérico,1
4072,,,Mobile,Client-side,7,217,75%,0,Analista,200+,Corporativo,0
4073,,,Desktop,Client-side,9,459,100%,0,Gerente,200+,Genérico,0
4074,LinkedIn Ads,Search,Mobile,Client-side,9,594,75%,0,Analista,11-50,Genérico,0
4075,,,Desktop,Client-side,12,984,50%,1,Analista,200+,Corporativo,1
4076,Meta Ads,Institucional,Mobile,Client-side,10,450,100%,0,Analista,1-10,Corporativo,0
4077,Meta Ads,Nenhuma,Mobile,Client-side,6,372,25%,0,Analista,51-200,Genérico,0
4078,Google Ads,Retargeting,Mobile,Client-side,8,768,25%,0,C-Level,200+,Corporativo,1
4079,Organic Search,Nenhuma,Desktop,Client-side,9,567,75%,0,Analista,1-10,Genérico,0
4080,Google Ads,Lookalike,Mobile,Client-side,3,171,25%,1,Coordenador,11-50,Genérico,0
4081,,,Mobile,Client-side,6,288,25%,0,Gerente,51-200,Corporativo,1
4082,Google Ads,Retargeting,Mobile,Client-side,5,370,100%,0,Coordenador,200+,Corporativo,0
4083,LinkedIn Ads,Nenhuma,Mobile,Server-side,7,497,50%,0,Analista,51-200,Genérico,0
4084,,,Mobile,Client-side,7,266,25%,0,Gerente,200+,Corporativo,1
4085,Google Ads,Nenhuma,Mobile,Server-side,9,486,25%,1,Coordenador,11-50,Corporativo,1
4086,Google Ads,Retargeting,Mobile,Client-side,1,67,50%,0,Analista,11-50,Corporativo,0
4087,Google Ads,Search,Mobile,Client-side,6,660,100%,0,Analista,51-200,Corporativo,0
4088,LinkedIn Ads,Institucional,Mobile,Client-side,5,395,100%,0,Coordenador,51-200,Genérico,0
4089,Organic Search,Institucional,Mobile,Client-side,4,200,25%,0,Gerente,51-200,Genérico,0
4090,Google Ads,Nenhuma,Mobile,Server-side,10,220,75%,0,Coordenador,11-50,Corporativo,0
4091,Organic Search,Lookalike,Mobile,Client-side,12,648,50%,0,Analista,1-10,Genérico,0
4092,Meta Ads,Nenhuma,Mobile,Server-side,11,1177,100%,0,Coordenador,51-200,Corporativo,0
4093,Meta Ads,Nenhuma,Mobile,Client-side,14,994,25%,0,Analista,200+,Genérico,0
4094,Direct,PMax,Mobile,Client-side,1,90,100%,0,Analista,11-50,Genérico,0
4095,Meta Ads,Institucional,Mobile,Client-side,4,280,25%,0,C-Level,51-200,Corporativo,0
4096,Meta Ads,Retargeting,Mobile,Client-side,10,750,50%,0,Analista,11-50,Corporativo,0
4097,,,Mobile,Client-side,11,1298,75%,0,Analista,51-200,Genérico,0
4098,Google Ads,PMax,Mobile,Client-side,7,280,50%,0,C-Level,11-50,Genérico,0
4099,Google Ads,PMax,Desktop,Client-side,4,80,100%,0,Analista,11-50,Genérico,1
4100,Google Ads,Institucional,Desktop,Server-side,1,72,100%,0,Coordenador,51-200,Genérico,0
4101,LinkedIn Ads,Institucional,Mobile,Client-side,10,250,100%,0,Gerente,200+,Genérico,1
4102,Meta Ads,Institucional,Mobile,Server-side,1,117,75%,0,Analista,11-50,Corporativo,0
4103,Meta Ads,Retargeting,Desktop,Client-side,1,101,50%,0,Gerente,200+,Genérico,0
4104,Google Ads,PMax,Desktop,Client-side,11,891,25%,0,Gerente,200+,Genérico,1
4105,Google Ads,Lookalike,Mobile,Server-side,10,1080,50%,1,Coordenador,11-50,Genérico,0
4106,LinkedIn Ads,Retargeting,Mobile,Server-side,5,490,50%,0,Analista,11-50,Corporativo,0
4107,Referral,Search,Mobile,Client-side,7,462,75%,0,C-Level,11-50,Genérico,0
4108,,,Mobile,Client-side,9,1035,50%,0,Gerente,200+,Genérico,1
4109,Direct,Institucional,Mobile,Client-side,8,552,100%,0,Coordenador,11-50,Genérico,0
4110,Meta Ads,PMax,Mobile,Server-side,2,202,75%,0,C-Level,11-50,Genérico,1
4111,Meta Ads,Nenhuma,Desktop,Client-side,9,450,100%,0,Coordenador,11-50,Genérico,0
4112,Meta Ads,Retargeting,Mobile,Server-side,4,332,100%,0,Coordenador,11-50,Genérico,0
4113,Google Ads,Search,Mobile,Client-side,12,576,50%,0,C-Level,51-200,Corporativo,1
4114,Google Ads,Retargeting,Mobile,Client-side,10,340,25%,0,Analista,11-50,Genérico,0
4115,LinkedIn Ads,Retargeting,Mobile,Server-side,11,847,50%,0,Gerente,200+,Genérico,1
4116,Meta Ads,Lookalike,Mobile,Server-side,5,210,25%,0,Analista,200+,Genérico,0
4117,Direct,Nenhuma,Mobile,Client-side,12,684,75%,0,Gerente,1-10,Corporativo,1
4118,Meta Ads,Lookalike,Mobile,Server-side,11,660,75%,0,Coordenador,51-200,Corporativo,0
4119,Google Ads,Retargeting,Mobile,Server-side,5,470,75%,0,Analista,51-200,Genérico,1
4120,Organic Search,Search,Desktop,Server-side,4,136,100%,0,Analista,1-10,Genérico,0
4121,Google Ads,PMax,Mobile,Server-side,13,1378,100%,0,Coordenador,200+,Genérico,1
4122,Meta Ads,PMax,Mobile,Client-side,6,132,75%,0,Gerente,200+,Genérico,0
4123,LinkedIn Ads,Nenhuma,Mobile,Server-side,1,102,50%,0,Gerente,11-50,Corporativo,1
4124,Direct,Institucional,Mobile,Server-side,2,40,100%,0,C-Level,1-10,Genérico,0
4125,Organic Search,Institucional,Mobile,Client-side,4,428,100%,1,Analista,200+,Genérico,0
4126,LinkedIn Ads,PMax,Mobile,Client-side,4,376,50%,0,Gerente,1-10,Genérico,0
4127,,,Mobile,Client-side,8,904,100%,1,Estagiário,1-10,Corporativo,1
4128,Direct,Retargeting,Mobile,Server-side,9,270,50%,1,Analista,51-200,Genérico,0
4129,Google Ads,Lookalike,Desktop,Server-side,12,948,25%,0,Estagiário,200+,Corporativo,0
4130,,,Mobile,Client-side,4,336,50%,0,C-Level,200+,Corporativo,1
4131,Google Ads,Lookalike,Mobile,Client-side,6,570,25%,0,Coordenador,11-50,Genérico,0
4132,Google Ads,Institucional,Mobile,Client-side,4,92,100%,0,Analista,200+,Genérico,0
4133,LinkedIn Ads,PMax,Desktop,Client-side,4,176,25%,0,Coordenador,51-200,Genérico,0
4134,LinkedIn Ads,Retargeting,Mobile,Client-side,12,1092,50%,0,Coordenador,200+,Genérico,0
4135,Meta Ads,PMax,Mobile,Client-side,11,1078,25%,0,Gerente,11-50,Genérico,0
4136,Google Ads,Search,Desktop,Server-side,12,744,75%,0,Coordenador,200+,Corporativo,0
4137,,,Mobile,Client-side,9,1017,50%,0,Coordenador,1-10,Genérico,0
4138,Meta Ads,Search,Mobile,Server-side,14,826,50%,0,C-Level,51-200,Corporativo,1
4139,LinkedIn Ads,Lookalike,Mobile,Client-side,4,460,25%,1,C-Level,11-50,Corporativo,1
4140,Meta Ads,Lookalike,Desktop,Server-side,13,1534,100%,0,Estagiário,11-50,Corporativo,0
4141,Meta Ads,Institucional,Desktop,Client-side,6,624,100%,0,Gerente,1-10,Genérico,1
4142,Google Ads,PMax,Desktop,Server-side,14,1596,50%,0,Analista,51-200,Corporativo,1
4143,Google Ads,PMax,Desktop,Client-side,13,1547,50%,0,Gerente,200+,Corporativo,1
4144,,,Desktop,Client-side,9,990,25%,0,Gerente,51-200,Genérico,0
4145,Direct,Lookalike,Mobile,Client-side,3,189,50%,0,Analista,51-200,Corporativo,0
4146,LinkedIn Ads,Search,Desktop,Client-side,7,637,50%,0,C-Level,51-200,Corporativo,1
4147,Google Ads,Lookalike,Mobile,Server-side,7,546,100%,0,Analista,51-200,Corporativo,0
4148,Meta Ads,Search,Mobile,Client-side,1,42,50%,0,Gerente,51-200,Genérico,0
4149,Organic Search,Lookalike,Mobile,Server-side,11,891,25%,0,Gerente,51-200,Genérico,0
4150,Organic Search,Search,Mobile,Client-side,2,84,50%,0,Analista,1-10,Corporativo,0
4151,Google Ads,Lookalike,Desktop,Server-side,5,385,50%,0,Analista,11-50,Genérico,0
4152,,,Mobile,Client-side,8,592,50%,0,Analista,1-10,Genérico,0
4153,Organic Search,Search,Mobile,Client-side,6,312,75%,0,Gerente,200+,Corporativo,1
4154,,,Mobile,Client-side,14,1344,50%,0,Gerente,11-50,Genérico,0
4155,Google Ads,Institucional,Desktop,Server-side,14,1148,25%,0,Analista,11-50,Genérico,0
4156,Google Ads,Nenhuma,Mobile,Client-side,13,1027,100%,0,Estagiário,200+,Corporativo,0
4157,Meta Ads,Nenhuma,Mobile,Client-side,13,1534,100%,0,Coordenador,11-50,Corporativo,0
4158,,,Mobile,Client-side,7,560,75%,0,Gerente,200+,Genérico,0
4159,Referral,Institucional,Mobile,Client-side,3,297,25%,0,Gerente,51-200,Corporativo,1
4160,Meta Ads,PMax,Mobile,Client-side,6,570,100%,0,Coordenador,51-200,Corporativo,0
4161,Meta Ads,Nenhuma,Mobile,Client-side,9,720,100%,0,Analista,11-50,Genérico,0
4162,Google Ads,PMax,Desktop,Server-side,3,342,50%,0,Coordenador,11-50,Corporativo,0
4163,Meta Ads,Lookalike,Mobile,Server-side,14,1232,50%,0,Estagiário,51-200,Genérico,0
4164,Meta Ads,Institucional,Mobile,Server-side,13,1404,50%,0,Estagiário,51-200,Corporativo,1
4165,LinkedIn Ads,Retargeting,Mobile,Client-side,13,520,75%,1,Analista,200+,Corporativo,1
4166,Meta Ads,Lookalike,Mobile,Client-side,13,286,50%,0,Gerente,11-50,Genérico,1
4167,Google Ads,Institucional,Mobile,Server-side,6,402,25%,1,Analista,11-50,Genérico,0
4168,Google Ads,Search,Mobile,Client-side,7,203,75%,0,Coordenador,1-10,Genérico,0
4169,Meta Ads,Search,Mobile,Client-side,5,530,100%,0,Gerente,51-200,Genérico,0
4170,Google Ads,PMax,Desktop,Server-side,10,1000,100%,0,Gerente,51-200,Genérico,0
4171,Google Ads,Nenhuma,Mobile,Client-side,13,793,25%,0,Coordenador,11-50,Genérico,0
4172,Referral,Retargeting,Mobile,Client-side,8,944,25%,0,Analista,1-10,Genérico,0
4173,Meta Ads,Search,Mobile,Client-side,8,864,100%,0,C-Level,200+,Corporativo,1
4174,,,Mobile,Client-side,6,510,25%,0,Estagiário,200+,Genérico,0
4175,,,Mobile,Client-side,7,770,25%,0,Analista,51-200,Genérico,1
4176,Referral,Nenhuma,Mobile,Client-side,3,195,25%,0,C-Level,1-10,Corporativo,0
4177,Meta Ads,Institucional,Desktop,Client-side,13,364,50%,0,Gerente,1-10,Corporativo,1
4178,Organic Search,Nenhuma,Mobile,Server-side,7,476,100%,0,Gerente,200+,Genérico,0
4179,Meta Ads,Search,Mobile,Client-side,7,161,25%,0,Analista,51-200,Genérico,0
4180,Meta Ads,Institucional,Desktop,Server-side,4,316,25%,0,Estagiário,11-50,Corporativo,0
4181,Meta Ads,Institucional,Mobile,Client-side,10,1090,50%,0,Analista,1-10,Genérico,0
4182,LinkedIn Ads,PMax,Desktop,Server-side,14,1610,100%,0,Coordenador,11-50,Genérico,0
4183,LinkedIn Ads,Retargeting,Mobile,Server-side,13,624,75%,0,Analista,51-200,Corporativo,0
4184,Meta Ads,PMax,Mobile,Server-side,4,420,100%,0,Analista,200+,Corporativo,0
4185,Google Ads,Retargeting,Mobile,Server-side,14,924,100%,0,Analista,1-10,Genérico,1
4186,LinkedIn Ads,Institucional,Desktop,Client-side,3,288,100%,0,Gerente,11-50,Corporativo,0
4187,Google Ads,Nenhuma,Desktop,Client-side,10,1060,50%,0,C-Level,1-10,Corporativo,1
4188,Meta Ads,Retargeting,Mobile,Client-side,7,574,100%,1,Gerente,1-10,Corporativo,1
4189,LinkedIn Ads,Institucional,Mobile,Client-side,5,250,75%,0,Gerente,1-10,Genérico,0
4190,Organic Search,Institucional,Mobile,Client-side,3,210,25%,0,Analista,51-200,Corporativo,0
4191,Organic Search,PMax,Mobile,Client-side,6,360,100%,0,Analista,11-50,Corporativo,0
4192,Direct,PMax,Mobile,Client-side,12,660,50%,0,Analista,1-10,Corporativo,1
4193,Meta Ads,Nenhuma,Mobile,Server-side,6,354,100%,0,Coordenador,11-50,Corporativo,0
4194,Organic Search,Lookalike,Mobile,Server-side,6,684,100%,0,Gerente,51-200,Corporativo,0
4195,LinkedIn Ads,Search,Mobile,Client-side,2,158,75%,0,C-Level,1-10,Corporativo,1
4196,Google Ads,Lookalike,Mobile,Client-side,13,442,75%,0,Gerente,1-10,Corporativo,1
4197,Google Ads,Lookalike,Desktop,Server-side,11,1067,50%,1,Analista,1-10,Corporativo,1
4198,,,Desktop,Client-side,10,1180,50%,0,Gerente,11-50,Corporativo,1
4199,,,Mobile,Client-side,12,1284,50%,0,Coordenador,11-50,Genérico,0
4200,,,Desktop,Client-side,7,343,50%,0,Analista,1-10,Genérico,0
4201,Organic Search,Nenhuma,Mobile,Client-side,13,637,50%,0,Coordenador,11-50,Genérico,0
4202,,,Desktop,Client-side,7,322,25%,1,Coordenador,11-50,Genérico,1
4203,Google Ads,Institucional,Mobile,Server-side,10,590,25%,0,Gerente,1-10,Genérico,1
4204,,,Mobile,Client-side,12,1164,50%,1,Analista,1-10,Corporativo,0
4205,Google Ads,Search,Desktop,Client-side,4,256,50%,0,Analista,200+,Genérico,0
4206,Meta Ads,Retargeting,Mobile,Server-side,11,1034,25%,0,Estagiário,200+,Genérico,0
4207,Meta Ads,Retargeting,Desktop,Server-side,6,396,75%,0,Analista,1-10,Corporativo,1
4208,,,Desktop,Client-side,4,436,25%,0,C-Level,51-200,Genérico,0
4209,Google Ads,Lookalike,Desktop,Server-side,4,300,50%,1,C-Level,1-10,Genérico,1
4210,Google Ads,Search,Mobile,Server-side,6,438,75%,0,C-Level,1-10,Genérico,1
4211,Google Ads,Lookalike,Mobile,Server-side,9,936,50%,0,Analista,1-10,Genérico,0
4212,Meta Ads,PMax,Mobile,Server-side,12,336,100%,1,Analista,1-10,Corporativo,1
4213,Meta Ads,Retargeting,Desktop,Server-side,13,1092,75%,0,C-Level,1-10,Corporativo,1
4214,,,Mobile,Client-side,7,623,50%,1,C-Level,1-10,Corporativo,1
4215,LinkedIn Ads,Lookalike,Mobile,Server-side,2,40,25%,0,Estagiário,1-10,Corporativo,1
4216,Organic Search,Search,Mobile,Server-side,14,1470,50%,0,Gerente,1-10,Genérico,1
4217,Google Ads,Retargeting,Mobile,Client-side,6,192,25%,0,Analista,200+,Corporativo,1
4218,Meta Ads,Lookalike,Mobile,Client-side,14,798,75%,0,C-Level,200+,Genérico,0
4219,LinkedIn Ads,Nenhuma,Mobile,Server-side,5,320,25%,0,Estagiário,200+,Corporativo,1
4220,Google Ads,Nenhuma,Desktop,Server-side,6,354,75%,1,C-Level,51-200,Corporativo,1
4221,Meta Ads,Search,Mobile,Client-side,13,1482,50%,0,Estagiário,11-50,Genérico,0
4222,,,Desktop,Client-side,8,272,25%,0,Coordenador,51-200,Genérico,0
4223,Direct,Nenhuma,Mobile,Server-side,8,552,75%,0,Analista,51-200,Genérico,1
4224,Organic Search,Search,Mobile,Client-side,3,63,75%,0,Coordenador,1-10,Genérico,0
4225,,,Mobile,Client-side,9,648,75%,0,Coordenador,200+,Corporativo,0
4226,Organic Search,Search,Mobile,Client-side,6,684,100%,0,Gerente,1-10,Genérico,0
4227,Meta Ads,PMax,Mobile,Client-side,7,315,75%,1,Estagiário,1-10,Genérico,0
4228,LinkedIn Ads,Institucional,Desktop,Server-side,9,765,50%,1,Gerente,200+,Corporativo,1
4229,Meta Ads,Lookalike,Mobile,Client-side,14,1316,50%,0,Estagiário,1-10,Corporativo,1
4230,Google Ads,Institucional,Mobile,Client-side,13,676,50%,0,Analista,11-50,Genérico,0
4231,Organic Search,Institucional,Mobile,Client-side,7,707,75%,0,Gerente,11-50,Corporativo,1
4232,Meta Ads,Lookalike,Desktop,Client-side,10,1040,50%,1,Estagiário,51-200,Genérico,1
4233,Meta Ads,Lookalike,Mobile,Server-side,9,702,75%,1,C-Level,200+,Genérico,1
4234,Direct,Nenhuma,Mobile,Client-side,1,114,75%,1,Gerente,11-50,Corporativo,1
4235,Google Ads,PMax,Mobile,Client-side,13,585,75%,0,Gerente,51-200,Corporativo,1
4236,Meta Ads,Lookalike,Desktop,Client-side,1,113,100%,0,Analista,1-10,Genérico,0
4237,,,Mobile,Client-side,3,120,25%,0,Estagiário,51-200,Genérico,0
4238,Organic Search,Retargeting,Mobile,Server-side,13,884,50%,0,C-Level,51-200,Corporativo,1
4239,,,Mobile,Client-side,9,891,100%,0,Analista,11-50,Genérico,0
4240,Meta Ads,Search,Desktop,Server-side,1,90,50%,1,Gerente,51-200,Genérico,0
4241,LinkedIn Ads,Search,Mobile,Client-side,1,105,100%,0,Analista,200+,Corporativo,0
4242,,,Desktop,Client-side,5,450,25%,1,Analista,1-10,Genérico,0
4243,Organic Search,Lookalike,Mobile,Server-side,8,680,25%,1,Gerente,200+,Genérico,1
4244,Meta Ads,PMax,Mobile,Server-side,2,112,25%,1,C-Level,1-10,Corporativo,1
